IP LOGLOG
DP 447.3533054498465 9.830314816988195e-05
DP 449.4202662119142 9.759172741076513e-05
DP 451.49677720361007 9.68851303710342e-05
DP 453.58288255101877 9.618332648193857e-05
DP 455.6786265841064 9.548628535558153e-05
DP 457.7840538376619 9.479397678392063e-05
DP 459.89920905224386 9.410637073777222e-05
DP 462.0241371751312 9.342343736582208e-05
DP 464.15888336127784 9.274514699364074e-05
DP 466.3034929742731 9.207147012270381e-05
DP 468.4580115873048 9.140237742941765e-05
DP 470.62248498412816 9.073783976415021e-05
DP 472.79695916003897 9.007782815026634e-05
DP 474.9814803228501 8.942231378316893e-05
DP 477.17609489387456 8.877126802934433e-05
DP 479.3808495089109 8.812466242541323e-05
DP 481.5957910192352 8.748246867718602e-05
DP 483.8209664925956 8.684465865872374e-05
DP 486.0564232142135 8.621120441140307e-05
DP 488.302208687788 8.558207814298685e-05
DP 490.55837063650483 8.495725222669943e-05
DP 492.82495700405144 8.433669920030617e-05
DP 495.102015955635 8.372039176519879e-05
DP 497.3895958790064 8.310830278548438e-05
DP 499.68774538548837 8.250040528708005e-05
DP 501.99651331100813 8.18966724568119e-05
DP 504.31594871713605 8.12970776415187e-05
DP 506.6461008921267 8.070159434716033e-05
DP 508.9870193519681 8.011019623793083e-05
DP 511.33875384143255 7.952285713537625e-05
DP 513.701354335134 7.893955101751677e-05
DP 516.0748710385908 7.836025201797371e-05
DP 518.4593543892911 7.778493442510119e-05
DP 520.8548550577661 7.721357268112184e-05
DP 523.2614239486661 7.66461413812675e-05
DP 525.6791122018421 7.60826152729244e-05
DP 528.1079711934332 7.552296925478239e-05
DP 530.5480525369572 7.496717837598937e-05
DP 532.999408084409 7.441521783530913e-05
DP 535.4620899273608 7.386706298028459e-05
DP 537.93615039807 7.332268930640505e-05
DP 540.4216420705916 7.278207245627738e-05
DP 542.9186177618941 7.224518821880249e-05
DP 545.4271305329833 7.171201252835496e-05
DP 547.9472336900287 7.118252146396829e-05
DP 550.478980785497 7.065669124852314e-05
DP 553.0224256192902 7.013449824794075e-05
DP 555.5776222398877 6.961591897038024e-05
DP 558.1446249454963 6.910093006544003e-05
DP 560.7234882852032 6.858950832336385e-05
DP 563.3142670601354 6.80816306742504e-05
DP 565.9170163246245 6.757727418726757e-05
DP 568.5317913873752 6.707641606987072e-05
DP 571.1586478126433 6.657903366702482e-05
DP 573.7976414214135 6.608510446043115e-05
DP 576.4488282925876 6.559460606775758e-05
DP 579.112264764176 6.510751624187311e-05
DP 581.7880074344935 6.462381287008677e-05
DP 584.4761131633635 6.414347397338985e-05
DP 587.1766390733255 6.366647770570274e-05
DP 589.8896425508497 6.319280235312537e-05
DP 592.6151812475554 6.272242633319175e-05
DP 595.3533130814369 6.225532819412856e-05
DP 598.1040962380941 6.17914866141174e-05
DP 600.8675891719687 6.133088040056103e-05
DP 603.6438506075867 6.087348848935361e-05
DP 606.4329395408064 6.041928994415462e-05
DP 609.234915240071 5.9968263955666825e-05
DP 612.0498372476699 5.952038984091765e-05
DP 614.8777653810024 5.9075647042545024e-05
DP 617.7187597338492 5.8634015128086326e-05
DP 620.5728806776501 5.8195473789271394e-05
DP 623.4401888627862 5.7760002841319407e-05
DP 626.320745219869 5.732758222223921e-05
DP 629.2146109610344 5.6898191992133654e-05
DP 632.1218475812451 5.647181233250714e-05
DP 635.0425168595964 5.6048423545577404e-05
DP 637.9766808606281 5.562800605359066e-05
DP 640.9244019356454 5.521054039814027e-05
DP 643.885742724042 5.4796007239489304e-05
DP 646.8607661546326 5.4384387355896334e-05
DP 649.849535446989 5.3975661642945325e-05
DP 652.8521141127845 5.356981111287852e-05
DP 655.8685659571431 5.31668168939332e-05
DP 658.898955079995 5.276666022968203e-05
DP 661.9433458774394 5.236932247837652e-05
DP 665.001803043112 5.197478511229452e-05
DP 668.0743915695613 5.158302971709062e-05
DP 671.1611767496283 5.119403799115043e-05
DP 674.2622241778342 5.0807791744948245e-05
DP 677.377599751775 5.042427290040777e-05
DP 680.5073696735208 5.004346349026673e-05
DP 683.6516004510237 4.9665345657444514e-05
DP 686.8103588995303 4.928990165441342e-05
DP 689.9837121430018 4.891711384257306e-05
DP 693.1717276155406 4.8546964691628276e-05
DP 696.3744730628224 4.817943677897017e-05
DP 699.5920165435373 4.781451278906061e-05
DP 702.8244264308348 4.7452175512820056e-05
DP 706.0717714137774 4.709240784701836e-05
DP 709.3341204987995 4.673519279366918e-05
DP 712.6115430111747 4.638051345942742e-05
DP 715.9041085964886 4.602835305498989e-05
DP 719.2118872221189 4.567869489449925e-05
DP 722.5349491787214 4.533152239495114e-05
DP 725.8733650817252 4.4986819075604385e-05
DP 729.2272058728315 4.4644568557394444e-05
DP 732.596542821523 4.4304754562349955e-05
DP 735.9814475265766 4.396736091301243e-05
DP 739.3819919175866 4.3632371531859014e-05
DP 742.7982482564917 4.329977044072845e-05
DP 746.2302891391109 4.296954176024998e-05
DP 749.6781874966877 4.264166970927522e-05
DP 753.1420165974372 4.23161386043136e-05
DP 756.6218500481054 4.199293285897004e-05
DP 760.1177617955328 4.1672036983386273e-05
DP 763.6298261282244 4.1353435583684995e-05
DP 767.1581176779301 4.1037113361416805e-05
DP 770.7027114212299 4.0723055113010384e-05
DP 774.263682681127 4.041124572922542e-05
DP 777.8411071286489 4.01016701946087e-05
DP 781.4350607844543 3.979431358695282e-05
DP 785.045620020451 3.9489161076758086e-05
DP 788.6728615614152 3.918619792669718e-05
DP 792.3168624866254 3.8885409491082716e-05
DP 795.9777002314984 3.858678121533761e-05
DP 799.6554525892349 3.829029863546849e-05
DP 803.3501977124733 3.7995947377541736e-05
DP 807.0620141149503 3.770371315716238e-05
DP 810.7909806731686 3.741358177895598e-05
DP 814.5371766280743 3.712553913605303e-05
DP 818.3006815867392 3.683957120957642e-05
DP 822.0815755240541 3.6555664068131354e-05
DP 825.8799387844268 3.627380386729838e-05
DP 829.6958520834906 3.5993976849128855e-05
DP 833.5293965098194 3.5716169341643215e-05
DP 837.3806535266491 3.544036775833222e-05
DP 841.2497049736119 3.516655859766029e-05
DP 845.1366330684717 3.48947284425723e-05
DP 849.0415204088747 3.4624863960002314e-05
DP 852.9644499741023 3.435695190038552e-05
DP 856.9055051268349 3.4090979097172526e-05
DP 860.8647696149244 3.382693246634626e-05
DP 864.8423275731723 3.3564799005941765e-05
DP 868.8382635251186 3.330456579556826e-05
DP 872.8526623848377 3.3046219995933974e-05
DP 876.8856094587428 3.278974884837355e-05
DP 880.9371904473991 3.253513967437793e-05
DP 885.0074914473433 3.228237987512694e-05
DP 889.096598952916 3.203145693102417e-05
DP 893.2045998580967 3.17823584012347e-05
DP 897.3315814583523 3.153507192322495e-05
DP 901.4776314524917 3.1289585212305466e-05
DP 905.6428379445289 3.104588606117574e-05
DP 909.8272894455561 3.0803962339471914e-05
DP 914.031074875623 3.056380199331665e-05
DP 918.2542835656284 3.0325393044871577e-05
DP 922.4970052592174 3.0088723591892165e-05
DP 926.7593301146878 2.9853781807285025e-05
DP 931.0413487069078 2.962055593866754e-05
DP 935.3431520292385 2.9389034307930035e-05
DP 939.6648314954693 2.915920531080018e-05
DP 944.0064789417604 2.8931057416409922e-05
DP 948.3681866285922 2.870457916686465e-05
DP 952.7500472427292 2.8479759176814735e-05
DP 957.1521538991863 2.8256586133029535e-05
DP 961.5746001432099 2.803504879397347e-05
DP 966.0174799522646 2.781513598938472e-05
DP 970.4808877380302 2.7596836619855985e-05
DP 974.9649183484089 2.7380139656417604e-05
DP 979.4696670695394 2.7165034140123052e-05
DP 983.9952296278232 2.6951509181636484e-05
DP 988.5417021919574 2.6739553960822868e-05
DP 993.1091813749796 2.6529157726339967e-05
DP 997.6977642363204 2.632030979523287e-05
DP 1002.3075482838655 2.6112999552530582e-05
DP 1006.9386314760276 2.5907216450844913e-05
DP 1011.5911122238297 2.5702950009971446e-05
DP 1016.2650893929948 2.5500189816492826e-05
DP 1020.9606623060465 2.5298925523384143e-05
DP 1025.677930744422 2.509914684962046e-05
DP 1030.4169949505879 2.49008435797867e-05
DP 1035.1779556301763 2.4704005563689266e-05
DP 1039.9609139541196 2.4508622715970226e-05
DP 1044.7659715608042 2.431468501572335e-05
DP 1049.5932305582276 2.4122182506112345e-05
DP 1054.4427935261688 2.3931105293991244e-05
DP 1059.31476351837 2.3741443549526726e-05
DP 1064.209244064724 2.3553187505822666e-05
DP 1069.126339173476 2.3366327458546698e-05
DP 1074.0661533334335 2.3180853765558744e-05
DP 1079.0287915161844 2.299675684654185e-05
DP 1084.0143591783308 2.2814027182634716e-05
DP 1089.02296226373 2.2632655316066463e-05
DP 1094.0547072057425 2.245263184979342e-05
DP 1099.1097009294972 2.2273947447137792e-05
DP 1104.1880508541608 2.2096592831428462e-05
DP 1109.2898648952228 2.1920558785643628e-05
DP 1114.4152514667876 2.1745836152055543e-05
DP 1119.5643194838783 2.157241583187717e-05
DP 1124.737178364752 2.1400288784910734e-05
DP 1129.9339380332224 2.1229446029198374e-05
DP 1135.154708920999 2.1059878640674472e-05
DP 1140.3996019700323 2.0891577752820175e-05
DP 1145.6687286348715 2.072453455631967e-05
DP 1150.9622008850322 2.0558740298718362e-05
DP 1156.2801312073761 2.0394186284083108e-05
DP 1161.622632608502 2.0230863872664024e-05
DP 1166.9898186171467 2.0068764480558527e-05
DP 1172.3818032865984 1.990787957937694e-05
DP 1177.798701197119 1.974820069591016e-05
DP 1183.2406274583786 1.958971941179905e-05
DP 1188.7076977119034 1.943242736320572e-05
DP 1194.200028133532 1.9276316240486587e-05
DP 1199.7177354358844 1.9121377787867306e-05
DP 1205.2609368708427 1.8967603803119475e-05
DP 1210.82975023204 1.8814986137239196e-05
DP 1216.424293857368 1.8663516694127273e-05
DP 1222.044686631488 1.8513187430271357e-05
DP 1227.691047988359 1.8363990354429798e-05
DP 1233.363497913776 1.8215917527317203e-05
DP 1239.0621569479163 1.806896106129188e-05
DP 1244.787146187906 1.792311312004485e-05
DP 1250.5385872903908 1.7778365918290702e-05
DP 1256.3166024741208 1.763471172146018e-05
DP 1262.1213145225474 1.7492142845394467e-05
DP 1267.9528467864345 1.735065165604114e-05
DP 1273.8113231864786 1.7210230569151804e-05
DP 1279.6968682159409 1.7070872049981533e-05
DP 1285.6096069432958 1.6932568612989867e-05
DP 1291.549665014884 1.6795312821543606e-05
DP 1297.5171686575875 1.665909728762106e-05
DP 1303.512244681509 1.6523914671518174e-05
DP 1309.535020482667 1.6389757681556183e-05
DP 1315.5856240457044 1.625661907379094e-05
DP 1321.6641839466051 1.612449165172384e-05
DP 1327.7708293554297 1.5993368266014398e-05
DP 1333.9056900390588 1.58632418141944e-05
DP 1340.06889636395 1.5734105240383698e-05
DP 1346.2605792989104 1.5605951535007546e-05
DP 1352.4808704178754 1.5478773734515677e-05
DP 1358.72990190271 1.535256492110265e-05
DP 1365.0078065460139 1.5227318222430096e-05
DP 1371.314717753945 1.5103026811350333e-05
DP 1377.6507695490543 1.4979683905631568e-05
DP 1384.0160965731316 1.4857282767684742e-05
DP 1390.4108340900705 1.4735816704291713e-05
DP 1396.8351179887397 1.4615279066335178e-05
DP 1403.2890847858723 1.4495663248529971e-05
DP 1409.772871628967 1.4376962689155934e-05
DP 1416.2866162991986 1.4259170869792364e-05
DP 1422.8304572143527 1.4142281315053735e-05
DP 1429.4045334317611 1.4026287592327178e-05
DP 1436.0089846512599 1.3911183311511272e-05
DP 1442.6439512181582 1.379696212475631e-05
DP 1449.3095741262166 1.368361772620619e-05
DP 1456.0059950206492 1.3571143851741534e-05
DP 1462.73335620113 1.345953427872443e-05
DP 1469.4918006248165 1.3348782825744572e-05
DP 1476.2814719093901 1.323888335236678e-05
DP 1483.1025143361046 1.312982975888005e-05
DP 1489.9550728528545 1.3021615986047919e-05
DP 1496.8392930772557 1.2914236014860315e-05
DP 1503.7553212997377 1.2807683866286782e-05
DP 1510.7033044866548 1.2701953601031104e-05
DP 1517.6833902834053 1.2597039319287389e-05
DP 1524.6957270175737 1.2492935160497344e-05
DP 1531.7404637020798 1.2389635303109192e-05
DP 1538.8177500383456 1.2287133964337747e-05
DP 1545.9277364194777 1.218542539992593e-05
DP 1553.07057393346 1.2084503903907697e-05
DP 1560.2464143663688 1.1984363808372163e-05
DP 1567.4554102055952 1.1884999483229214e-05
DP 1574.6977146430859 1.1786405335976411e-05
DP 1581.9734815786005 1.1688575811467138e-05
DP 1589.282865622978 1.1591505391680215e-05
DP 1596.6260221014259 1.1495188595490696e-05
DP 1604.00310705682 1.139961997844202e-05
DP 1611.414277253019 1.1304794132519498e-05
DP 1618.8596901781984 1.1210705685925003e-05
DP 1626.3395040481923 1.1117349302853078e-05
DP 1633.8538778098612 1.102471968326815e-05
DP 1641.4029711444664 1.0932811562683168e-05
DP 1648.986944471065 1.0841619711939408e-05
DP 1656.6059589499146 1.0751138936987635e-05
DP 1664.2601764859035 1.0661364078670376e-05
DP 1671.9497597319892 1.0572290012505553e-05
DP 1679.674872092653 1.0483911648471333e-05
DP 1687.4356777273758 1.039622393079215e-05
DP 1695.2323415541207 1.0309221837726058e-05
DP 1703.0650292528444 1.0222900381353181e-05
DP 1710.9339072690143 1.0137254607365462e-05
DP 1718.8391428171458 1.0052279594857579e-05
DP 1726.7809038843561 9.967970456119071e-06
DP 1734.7593592339317 9.884322336427697e-06
DP 1742.774678408919 9.80133041384387e-06
DP 1750.8270317357242 9.718989899006389e-06
DP 1758.9165903277326 9.6372960349293e-06
DP 1767.0435260889465 9.556244096799888e-06
DP 1775.2080117176351 9.475829391777933e-06
DP 1783.410220710008 9.39604725879597e-06
DP 1791.6503273639005 9.316893068360832e-06
DP 1799.9285067824765 9.238362222356288e-06
DP 1808.2449348779517 9.160450153846792e-06
DP 1816.5997883753278 9.08315232688241e-06
DP 1824.9932448161524 9.006464236304848e-06
DP 1833.4254825622897 8.930381407554566e-06
DP 1841.8966807997108 8.85489939647908e-06
DP 1850.4070195423021 8.780013789142295e-06
DP 1858.9566796356874 8.705720201635028e-06
DP 1867.545842761076 8.632014279886508e-06
DP 1876.1746914391204 8.558891699477062e-06
DP 1884.8434090337953 8.486348165451847e-06
DP 1893.5521797562953 8.414379412135654e-06
DP 1902.3011886689446 8.342981202948836e-06
